Created at,Visitor ID,Session ID,Labels,URLs,Device type,Top task,"Hva kom du til nettsiden for?","Annet: Hvorfor kom du til nettsiden?","Fikk du gjort det du kom for? ","Hvem besøker du nettsiden som nå?","Annet: Hvem besøker du nettsiden som nå?","Hva hindret deg i å få gjort det du kom for","Annet: Hva hindret deg i å få gjort det du kom for?","Hva gjør du for å få fullført det du skulle?","Har du noe mer å dele med oss?"
"20. Jun 2025 12:32:03",01JY6MCV3WFRV7ZW7C2AR7SNCH,01JY6MCW99DM5P8ZCHD28RE56J,,https://www.gramo.no/medlemskap/bli-medlem,mobile,"Registrere rettighetskrav","Registrere rettighetskrav",,false,,,,,,
"21. Aug 2025 14:38:04",01K36GT9T8DQT0DGMQE906Y9XQ,01K36GTAY7E3VQNYE3D777AP2F,,https://www.gramo.no/logg-inn,desktop,"Registrere rettighetskrav","Registrere rettighetskrav",,false,"Musiker / Artist",,,,,
"10. Jun 2025 14:38:46",01JXD4D6140RC1NMGR1APRS4CT,01JXD4D6SQVZPR2CBM1HFTHQ7B,,https://www.gramo.no/logg-inn,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,true,,,,,,
"14. May 2025 08:33:26",01JS1VGYVY6MM3FTBNAA7QMQQP,01JV6YSCEH13E23P33RSQA0DTA,,https://www.gramo.no/logg-inn,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"20. Oct 2025 10:36:07",,01K80JZGCZM6DDC1DKKJ1WBZVG,,https://www.gramo.no/,null,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,,,,,,,
"16. Jun 2025 01:33:01",01JXV5VNTW7JRX0EXNZHZVVRT7,01JXV5VPZZJYJ2W1X3TD3WPVQ9,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gclid=CjwKCAjw3rnCBhBxEiwArN0QE7Vz5wIsBPknDrxtfdh2yHDSEXM26C4xOHD6kn8WKwUBb4NoAL_h9xoCEnMQAvD_BwE,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"17. Nov 2025 13:42:12",,01KA8F7ZY6EYDCG6858X9V1QCP,,https://www.gramo.no/logg-inn,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,true,"Musiker / Artist som gir ut musikk selv",,,,,
"04. Jun 2025 09:19:02",01JWX3EFRXEM1W4F97XR4NBGE1,01JWX3ESE4C4BKD61KEJSWJB6K,,https://musikkbruk.gramo.no/kunde/oppgikode,desktop,"Sjekke eller oppdatere kontaktinformasjon","Sjekke eller oppdatere kontaktinformasjon",,,,,,,,
"12. Nov 2025 10:04:09",,01K9VR6N73NS0FVSH0XT4A8EKF,,https://minside.gramo.no/verify?mobileType=main&token=eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE3NjI5NDIxOTQsImRhdGEiOnsiYXV0aGVudGljYXRlZCI6ZmFsc2UsInVzZXIiOnsiaWQiOiJlOWY3MDUyNC04ZTUwLTRhMWQtYTBmYS01YzIzMDgyMWE3MmQiLCJuYW1lIjoiSXZhciBNeXJlbiIsIm1vYmlsZSI6Iis0NzQ2MTEwNTc0IiwiYWx0ZXJuYXRpdmVfbW9iaWxlIjoiKzQ3NDc0ODQwNTQiLCJlbWFpbCI6IklWQU1ZUkVOQE9OTElORS5OTyIsImxvY2FsZSI6Im5iIn0sInVuaXF1ZV9pZGVudGlmaWVyIjoiZTM1YjMzMTcwNzc1NDM0NmE3OTAyOTgyMzQ1ZDYzNWUifX0.xLONOpYKpe7ZGFcRgf_QAkHQhw9PJ5tLdw-2bxzLW3s,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"24. Aug 2025 12:27:10",01K3E02JNHX2BBJWCPGBHZ4WN4,01K3E02KCFZ0ATC7ZH3QV7RSJS,,https://www.gramo.no/logg-inn,mobile,"Sjekke medlemsfordeler","Sjekke medlemsfordeler",,,,,,,,
"23. Aug 2025 17:01:16",01K3BXZYJY3DWN54PGJT87SNMT,01K3BY002A6STPCD2N53GTNND2,,https://www.gramo.no/,mobile,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
"27. Aug 2025 19:43:46",01K3PGW3S7YTETNTWDJ3S7BJ0K,01K3PGW4ETF5NATKFGWH9RND1C,,https://www.gramo.no/bedrift/priskalkulator,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,true,,,,,,
"15. May 2025 08:51:08",01JTMTWZYV0V9A5C3QR454709M,01JV9J4VBNYDFNTZW05K15A65G,,https://musikkbruk.gramo.no/kunde/steg3,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,false,,,,,,
"30. Oct 2025 08:59:07",,01K8T5E346BPKMVBHWTWNVXY4B,,https://www.gramo.no/medlemskap/utbetalingskalkulator,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"29. May 2025 05:24:44",01JWD7Z39AZ1KH5XY3MSP1SVV5,01JWD7Z45Q0YCD56VER5NFM8CJ,,https://www.gramo.no/aktuelt/mer-korrekt-fordeling-til-rettighetshavere?utm_source=Informasjon+fra+Gramo&utm_campaign=4d5bdbb110-EMAIL_CAMPAIGN_2025_03_11_08_57&utm_medium=email&utm_term=0_-4d5bdbb110-98881251,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"26. Sep 2025 08:16:15",01K62H16A18EJ7Z8TCRJH8K14Z,01K62H17R7HWF359T90DDZ1V4K,,https://www.gramo.no/medlemskap/isrc-kode,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,false,,,,,,
"16. May 2025 08:50:54",01JT0DYCARX0ZHW94RD2R22KKC,01JVC4HV3VQE3ANQ8W9XJ57QAR,,https://www.gramo.no/logg-inn,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"07. Nov 2025 10:13:33",,01K9EWVGJ7R2VTZDPP6BCD4A2D,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gbraid=0AAAAADjLDNaRae7dZg0motAVI22v1i1Ok&gclid=EAIaIQobChMI99Wd0ObfkAMVSQuiAx0raxd1EAAYASAAEgKcLfD_BwE,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"09. Oct 2025 17:28:35",01K7507J4X88DJ9PTVJN1298MM,01K7507K4F1G2N0ZTZGZ9DBR8F,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gbraid=0AAAAADjLDNbExZft79UOC0Hd-dHuanRyj&gclid=CjwKCAjwup3HBhAAEiwA7euZur2WJsMdUXFne_earzLyhib1JPYLuaOi8qcreRfVULEoLSS8-zFKZBoCrwsQAvD_BwE,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"13. Sep 2025 07:30:24",01K50ZGQQ3K6W0F9VNH97XFWP9,01K50ZGRHJ4CHXC2NFGMCBX5V6,,https://www.gramo.no/,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"26. May 2025 10:45:42",01JTMRG81DF09P3XERSAN312EE,01JW634203PETT1PEB2XWRJ99F,,https://minside.gramo.no/user/profile-info/tax-reports#,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"11. Jun 2025 08:59:28",01JXF1XH3EYY37FHX2TVDVQQW4,01JXF1XHHEYXDV2A8QFA252S50,,https://www.gramo.no/logg-inn,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"01. Sep 2025 17:39:57",01K435QX6NGDFC98MRH6WN78KN,01K435QYNDFQMBXQGBFXEQ4G1M,,https://minside.gramo.no/user,unknown,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"30. Sep 2025 06:53:40",01K6CP0MRTXK02KGPRFWFHBHKJ,01K6CP0NRVAJZ7EWZ24KRTJB6T,,https://www.gramo.no/logg-inn,unknown,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"30. Jul 2025 08:57:12",01K1D8R0N9T7XH655S0D13M6VS,01K1D8R1SXJ3PVD44A13KVN65Y,,https://www.gramo.no/medlemskap/isrc-kode,desktop,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,,,,,,,
"28. May 2025 14:46:44",01JWBNQ8KHFMA247V2FKZ7JPRS,01JWBNQ9AZ2EQCPT4W8ZNW499H,,https://www.gramo.no/aktuelt/dette-lyttet-vi-til-i-2024?utm_source=Informasjon+fra+Gramo&utm_campaign=4d5bdbb110-EMAIL_CAMPAIGN_2025_03_11_08_57&utm_medium=email&utm_term=0_-4d5bdbb110-98899379,mobile,Annet,Annet,,,,,,,,
"12. Sep 2025 08:52:52",01K4AA3DAZ551Q2N39HPVTEZQP,01K4YHZWNKH04VYYR3F8YQBXDV,,https://minside.gramo.no/user/recording/19088d85-1bad-4654-aaa0-e0cdc10e99df?__INIT_WAS_CALLED__ember17576671263211122214627585__=true,desktop,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
"01. Jul 2025 10:43:23",01JZ2S9DC33QPHDN97XQPYN0XZ,01JZ2S9QDQAZ3E0RNJ7XPPZ2VT,,https://www.gramo.no/medlemskap/bli-medlem,mobile,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
"19. Jun 2025 09:27:05",01JY3R4SS5084Z2S6Y2D8C7YFZ,01JY3R4TD9NQCZ7GJKRP22240N,,https://www.gramo.no/om-gramo/om-gramo,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"09. May 2025 06:57:47",01JTSX9G5ZKZE30A7HYA9MX1Z7,01JTSX9GYRA4PWYE1HM4CE0WWQ,,https://minside.gramo.no/user/profile-info/tax-reports,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,true,"Musiker / Artist som gir ut musikk selv",,,,,
"02. Nov 2025 14:18:15",,01K92E12F1Q1H22FGY69KNHNA1,,https://www.gramo.no/kontakt,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,false,"Musiker / Artist",,"Jeg fant ikke det jeg lette etter",,,
"02. Sep 2025 15:10:19",01K45FKZMKYCHJB8FR3D9C0NNT,01K45FM143ZGDFKVSBS3S1QZHN,,https://www.gramo.no/medlemskap/utbetalingskalkulator?_gl=1*ejh7en*_ga*MTgxODg5MTU3NC4xNzU2MDI1OTE1*_ga_F3XX7WCPBD*czE3NTY4MjU3MjgkbzIkZzEkdDE3NTY4MjU3NjYkajIyJGwwJGgw,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"01. Aug 2025 13:17:30",01K1JWDP5SQYZEEMZSH0TQK5GG,01K1JWDQBWHXQCS9X9TVM1V075,,https://musikkbruk.gramo.no/kunde/steg1,desktop,Annet,Annet,,,,,,,,
"10. May 2025 00:26:50",01JTVSBFFPWKA924PNBMH985M6,01JTVSBGES1GDKC6Z20WCSK2TS,,https://www.gramo.no/,mobile,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"12. Nov 2025 14:21:39",,01K9W71TXBWEJSK4674V0VJFJS,,https://www.gramo.no/medlemskap/isrc-kode,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,false,"Musiker / Artist",,"Jeg fant ikke det jeg lette etter",,"Jeg prøver igjen senere",
"17. Sep 2025 08:02:05",01K5BAYAV7QPZ6N70C4692DBQG,01K5BAYCWVNDPWQBXNFDS3R69G,,https://www.gramo.no/logg-inn,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,false,"Musiker / Artist",,"Det oppstod tekniske problemer (innlogging, skjema, feil)",,"Jeg tar kontakt med Gramo",
"20. Jun 2025 13:59:51",01JTHBQQ8APYC4VSZM9AYJ4P9Z,01JX60X9VBQT4FMZ80P0K89XYY,,https://minside.gramo.no/login,desktop,Annet,Annet,,,,,,,,
"02. Dec 2025 12:06:41",,01KBFF8RY3GPC2MGMBK9MYM0MT,,https://www.gramo.no/kontakt,desktop,Annet,Annet,,,,,,,,
"28. Oct 2025 08:48:10",01K31YD62CF90TDCY9BQVRPMWW,01K31YD6SWGQJ5GK9EEF2954ZW,,https://www.gramo.no/logg-inn,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,false,"Musiker / Artist som gir ut musikk selv",,"Det oppstod tekniske problemer (innlogging, skjema, feil)",,"Jeg prøver igjen senere",
"30. Jul 2025 02:40:34",01K1CK5MN33G8N3J1M9407XQRD,01K1CK5PDXZE56AVWJSRETJ3ZY,,https://www.gramo.no/logg-inn,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,false,,,,,,
"15. Oct 2025 18:03:22",,01K7MGK5AXZ7H6S5GN5B6PRM44,,https://www.gramo.no/bedrift/priskalkulator,null,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,true,Manager,,,,,
"23. Aug 2025 06:48:26",01K3ATNKQRPW7SGHW4RANQES3B,01K3ATNMKV97R46B753N9KFA3F,,https://www.gramo.no/logg-inn,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,false,"Musiker / Artist",,,,,
"02. Jul 2025 23:30:34",01JZ6QHYT8DZ2SVJMA9K2RGASK,01JZ6QJ06NWBYD79FF4H907G54,,https://minside.gramo.no/verify?token=eyJhbGciOiJIUzI1NiJ9.eyJleHAiOjE3NTE0OTkzNzcsImRhdGEiOnsiYXV0aGVudGljYXRlZCI6ZmFsc2UsInVzZXIiOnsiaWQiOiIxMThmOTk0My1iZDJlLTQyYzgtYjQyNC0wNmNmNDVmZDY3OTEiLCJuYW1lIjoiRWlyaWsgQWxla3NhbmRlciBGamVyZGluZ2J5IiwibW9iaWxlIjoiKzQ3NDA0OTU0MTUiLCJhbHRlcm5hdGl2ZV9tb2JpbGUiOm51bGwsImVtYWlsIjoiZWlyaWtmMTIzQGdtYWlsLmNvbSIsImxvY2FsZSI6Im5iIn0sInVuaXF1ZV9pZGVudGlmaWVyIjoiZTRmMWExMjRkOGY0NGVlMzgxZDIyMTYwZDkwZDBhYTIifX0.HPyeJbp_xK5OQR8sV8NyjJERDYlbuEO5iPe5rHG5IFo,mobile,Annet,Annet,,,,,,,,
"21. Oct 2025 18:56:20",,01K84202A7NNKPG20CVKNT3SYA,,https://www.gramo.no/medlemskap/bli-medlem,null,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"29. May 2025 09:11:52",01JWDMG3A7WRY7BSZPFB01D93B,01JWDMG42H7XJPEQ3TMAEFEG4Z,,https://www.gramo.no/logg-inn,unknown,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,false,"Musiker / Artist som gir ut musikk selv",,"Jeg fant ikke det jeg lette etter",,"Jeg prøver igjen senere","Hvor mye har jeg tjent så langt i år, hvor står det ?"
"29. Jun 2025 21:59:39",01JYYTP7XEMYFQTA40R84VCYTF,01JYYTP9TKX1QB1C925R4D8PRT,,https://www.gramo.no/logg-inn,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,false,"Musiker / Artist som gir ut musikk selv",,"Jeg fant ikke det jeg lette etter",,"Jeg tar kontakt med Gramo",
"21. May 2025 21:35:04",01JVTCA0DXVM194863BGTY711M,01JVTCA1KR84NJSKTSJ0ZBGEX2,,https://www.gramo.no/medlemskap/bli-medlem,mobile,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"15. Aug 2025 11:02:25",01K2PNPENVWV6Z3C7VPJMNS8HG,01K2PNPFP9ZSPSJWH7S75DQ0TC,,https://www.gramo.no/logg-inn,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,false,"Musiker / Artist",,,,,
"16. Jun 2025 02:30:24",01JXV94TZM7GPMFDB5Y1MMQPVF,01JXV94VPFZC2AJ8AVBGKPNY9Y,,https://www.gramo.no/?gad_source=1&gad_campaignid=281464730&gbraid=0AAAAADjLDNbvPDyCc5-jlGKC91PmFdvYp&gclid=CjwKCAjw9anCBhAWEiwAqBJ-c_45wnukYwjYkBtsraEsFGKSeC4b4Fpmc5L2kOAn7ao3w262VmPHdxoCK1UQAvD_BwE,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"09. Jun 2025 13:57:46",01JXAFP67CTQ13PMSN3H08WXTB,01JXAFP7APB8CX8E90C21B5T6Z,,https://www.gramo.no/logg-inn,mobile,"Sjekke medlemsfordeler","Sjekke medlemsfordeler",,,,,,,,
"07. Aug 2025 11:03:21",01K22328XZMKQQAVTB5XNDYFMA,01K2232A085KV1FBTMQBJ91TNF,,https://www.gramo.no/,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"15. Jun 2025 09:39:36",01JXSF5B3QF2VA8FFX05TY1PKW,01JXSF5BRWY07AB4FSRVJ2R8MC,,https://www.gramo.no/bedrift/gramo-for-bedrifter,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,false,"Musiker / Artist som gir ut musikk selv",,"Jeg fant ikke det jeg lette etter",,"Jeg prøver igjen senere",
"11. Aug 2025 10:21:39",01K2C9PFJM5MJRXNDRWYTY1PS0,01K2C9PG8BKG8BB4A2XD8K0KD2,,https://www.gramo.no/logg-inn,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"19. Sep 2025 03:23:05",01K5FZWTXNPMJND4QCHQEN62DA,01K5FZWVY2F64C4Q1S6NVX1XCZ,,https://www.gramo.no/aktuelt/gramo-penger-til-flere,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"19. Jun 2025 08:07:11",01JXW7K3CM71JXWGANX8CZF8DH,01JXW7K49FB0N1R09SFAB4BV6K,,https://minside.gramo.no/user/register,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"07. Nov 2025 07:17:49",,01K9EJT10YE5E34V9BSBN023S1,,https://www.gramo.no/medlemskap/isrc-kode,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"11. Aug 2025 18:31:30",01K2D5B953B72NRJ3AKQ58FXPM,01K2D5BE9KWGMD19CJ0MYS766C,,https://www.gramo.no/logg-inn,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,true,"Musiker / Artist",,,,,
"27. Oct 2025 10:54:41",,01K8JMSBQDEYC9B549HQ9MZV0J,,https://www.gramo.no/bedrift/priskalkulator,desktop,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,false,,,,,,
"16. Jun 2025 14:20:19",01JXWHQX999ZHJC7GKJTRCKAZK,01JXWHQYPP4QSFYK52G1NM9Q09,,https://minside.gramo.no/user,desktop,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,,,,,,,
"26. May 2025 19:57:12",01JW6QVNFSXMCX66EXNZ7DZJ91,01JW6QVPBV9AF3Z2T4S1K08JFD,,https://www.gramo.no/medlemskap/utbetalingskalkulator?_gl=1*18h0wt8*_ga*ODM4NTA3MjIwLjE3NDgyMDc3MzE.*_ga_F3XX7WCPBD*czE3NDgyODkzMjIkbzMkZzEkdDE3NDgyODkzOTkkajYwJGwwJGgwJGRpOHI1NE5CZ3YtNTlBNE1YdVNTS004emFfSVFuRHJwN1Vn,mobile,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,,,,,,,
"09. May 2025 10:51:20",01JQRMM11G5WXA0T55906PDPC1,01JTTAPRDGW2ZGBTA4NCSKCG76,,https://minside.gramo.no/user,desktop,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,,,,,,,
"20. Jun 2025 07:41:47",01JY64H8PPK436RJX35X0QJYBA,01JY64H9EPHMSDK0R0VEA6V74P,,https://www.gramo.no/medlemskap/isrc-kode,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,true,,,,,,
"23. Jun 2025 18:20:10",01JYF079TQ7MYDR6W365DGG266,01JYF07B48DB693NPGY52372H7,,https://www.gramo.no/logg-inn,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,true,Manager,,,,,
"17. Jun 2025 11:59:09",01JXYW2EJFHNKGGYMT2Q61GVWZ,01JXYW2FE2WD2KMAFMEKB6XR6Q,,https://www.gramo.no/logg-inn,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"20. Jun 2025 07:08:24",01JY62KRBB0S3V0X2N19GPHDW4,01JY62KSWBZDMXZYX5Z2588NQ1,,https://www.gramo.no/bedrift/priskalkulator,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"10. Sep 2025 19:11:08",01K4TFT8KPNZVAAZ1F0D32M3PF,01K4TFT9P2449Q13FJ99PWQG45,,https://www.gramo.no/medlemskap/bli-medlem,mobile,"Sjekke eller oppdatere mine registreringer hos Gramo","Sjekke eller oppdatere mine registreringer hos Gramo",,false,"Musiker / Artist som gir ut musikk selv",,Annet,"Har utøver konto ifra før, ønsker at den også skal bli opdatert rundt mitt nye plateselskap og produsentrettigheter","Jeg tar kontakt med Gramo",
"23. Jun 2025 11:43:41",01JYE9JNGHH49Z55FCEW1AV3QH,01JYE9JP4HB7FMH48VS3DD6DRV,,https://minside.gramo.no/user,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,true,"Musiker / Artist",,,,,
"11. Sep 2025 21:15:23",01K4X9WAQ87GGBA1NEVMQ43BR8,01K4X9WBYG4CJ2EFSR3ET1REQ8,,https://minside.gramo.no/user/profile-info/registrant-codes,desktop,"Ordne med ISRC-koder","Ordne med ISRC-koder",,,,,,,,
"04. Sep 2025 15:43:16",01K4AJYSVWHW5PTDC09Q42RPC1,01K4AJYV2P3N1405DXK00R6JEV,,https://minside.gramo.no/register?_gl=1*1e0jk4x*_ga*MjA2ODU5NDI4Ny4xNzU2OTgzNDk4*_ga_F3XX7WCPBD*czE3NTcwMDA1NDYkbzEkZzAkdDE3NTcwMDA1NDYkajYwJGwwJGgw,mobile,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
"28. May 2025 18:37:54",01JWC2X2GKEQM2QAW833W1CBY2,01JWC2X3AE511JYR7XPP6080SA,,https://www.gramo.no/medlemskap/bli-medlem,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"13. Oct 2025 07:53:20",01K7E8XD6Y0BD7RA8DG07AS0AF,01K7E8XE2SMRH9A64J02PH2TT5,,https://www.gramo.no/,mobile,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"27. Aug 2025 21:34:30",01K3PQ3MAQKFPZRKHGG2P5EEER,01K3PQ6WV5BCARR54P4QFJKVSC,,https://www.gramo.no/medlemskap/utbetalingskalkulator?_gl=1*13wx4va*_ga*MTQ1OTgwMjU1My4xNzU2MzI5ODk1*_ga_F3XX7WCPBD*czE3NTYzMzAzMTYkbzEkZzEkdDE3NTYzMzAzOTkkajU4JGwwJGgw,mobile,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,false,"Musiker / Artist",,,,,
"15. Jun 2025 21:14:06",01JXTNWHY0K23R2GMTNZ0ZFSMW,01JXTNWKNPKYX7K3DA3P0D26VZ,,https://minside.gramo.no/user,desktop,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"11. Nov 2025 19:54:14",,01K9T1YJJ53A4VB8SZ1FQRQ706,,https://minside.gramo.no/login,desktop,"Registrere rettighetskrav","Registrere rettighetskrav",,,,,,,,
"02. Sep 2025 17:42:34",01JXTC2ZGGEVTSH9HF10Q7MWM3,01JXTC30DS36QBW79WT0WDM7ZD,,https://www.gramo.no/,desktop,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,true,"Musiker / Artist",,,,,
"26. Nov 2025 06:02:38",,01KAZBV9P4BYYQZFCXWFBYVHRX,,https://minside.gramo.no/playbacks?filters=%5B%22protected%3Atrue%22%2C%22producer_name%3A!*%22%5D,mobile,"Ordne med ISRC-koder","Ordne med ISRC-koder",,false,Plateselskap,,,,,
"01. Aug 2025 16:32:01",01K1K7JJYY158YJQCFK8QEBAXK,01K1K7JMFQ8RA73BYYT33DTYBY,,https://www.gramo.no/bedrift/priskalkulator,desktop,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,,,,,,,
"11. Oct 2025 11:33:08",01K79GNT9RP8CY1RP6SMVKR3RB,01K79GNTW5FZ2H4FX0NA6QH138,,https://www.gramo.no/medlemskap/utbetalingskalkulator,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,true,,,,,,
"27. Oct 2025 09:11:37",,01K8JEXETXX85GR3MWATZCYR13,,https://www.gramo.no/medlemskap/utbetalingskalkulator,unknown,"Få oversikt over utbetalinger og økonomi","Få oversikt over utbetalinger og økonomi",,,,,,,,
"17. Oct 2025 07:48:21",,01K7Q2NHKK6TTFHBV079D5YK4W,,https://minside.gramo.no/login,null,"Registrere låt eller utgivelse","Registrere låt eller utgivelse",,,,,,,,
"05. Oct 2025 19:59:53",01K6TZ9PN30R0B0ASAJCZRQBKW,01K6TZ9QDWMT41NWJRM4KJF18Z,,https://www.gramo.no/bedrift/priskalkulator,mobile,"Sjekke pris for musikkbruk","Sjekke pris for musikkbruk",,true,"Musiker / Artist som gir ut musikk selv",,,,,
"26. May 2025 17:34:45",01JW6T9K37M6H6TB680W6Z53FA,01JW6T9KPXS1WZ6WE004F2RXNN,,https://www.gramo.no/logg-inn,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"03. Sep 2025 08:26:43",01K47ADJKE78H3N8CFBE7S763N,01K47ADKPTQTKZYTG3A9HXBGE8,,https://www.gramo.no/logg-inn,mobile,"Sjekke medlemsfordeler","Sjekke medlemsfordeler",,,,,,,,
"04. Aug 2025 18:53:56",01JRMDS3K8BF2TX90QHXMAMT52,01K1V6WEN3WKW0PSWN7MNGC1SJ,,https://minside.gramo.no/user,desktop,"Sjekke eller oppdatere kontaktinformasjon","Sjekke eller oppdatere kontaktinformasjon",,,,,,,,
"01. Dec 2025 13:08:18",,01KBD0D4SM7CKPGF7T4G99AJC5,,https://www.gramo.no/,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"30. Jun 2025 13:44:52",01JZ0H89JPJFATXQH4G5F4K5P2,01JZ0H8HKHTQXNQV16K5DKSFCM,,https://www.gramo.no/bedrift/gramo-for-bedrifter,desktop,"Finne veiledning og svar på spørsmål","Finne veiledning og svar på spørsmål",,,,,,,,
"06. Jun 2025 08:07:16",01JX127QEA51EERDPFE5T30PYS,01JX127R0RX9C4QGGVR3F97ZFG,,https://www.gramo.no/logg-inn,mobile,"Sjekke eller oppdatere kontaktinformasjon","Sjekke eller oppdatere kontaktinformasjon",,,,,,,,
