Title,Kilde,Collection,State,Description,Body (rik tekst),Url
Slik beregner vi utbetaling for artist og musiker,Intercom,Utbetaling,Published,Hvordan vi beregner hvor mye du skal få utbetalt fra Gramo hvis du er artist eller musiker på en innspilling.,"Se hvor mye du kan få utbetalt i vår utbetalingskalkulator.

Gå til utbetalingskalkulator

Beregningen forklart i fire steg

Steg 1 – Antall minutter

Du må finne ut hvor mange minutter låten har blitt spilt på de forskjellige radiokanalene.

Eksempel: 208 avspillinger av en låt på tre minutter gir en avspillingstid på 624 minutter

Steg 2 – Dine minuttpoeng

For å få minuttpoeng må du finne din rollekode på låten.

Når du har funnet rollekoden din, kan du se i poengtabellen under hvor mange poeng du får på låten.

Poengtabell for rollekode A: 

For deg som er:

- Solist eller soloartist

- Featured artist

- Fast medlem i et band

 Antall A på innspillingen

 Poeng pr. A

 1

 16

 2

 14

 3

 12

 4

 10

 5

 8

 6

 6

 7

 4

 8

 2

 9

 1

Poengtabell for rollekode B:  

For deg som er:

- Orkestermedlem

- Kormedlem

- Musiker som ikke er fast medlem i bandet

- Remixer

 Antall A+B på innspillingen

 Poeng pr. B

 1

- 

 2

 8

 3

 8

 4

 8

 5

 8

 6

 6

 7

 4

 8

 2

 9

 1

Når det kun er en person med på låten ser vi at tabellen viser null poeng for rollekode B . Hvis du opptrer alene på en låt så har du automatisk rolle-kode A. Det går altså ikke an å være kun en person på en låt med rollekode B.

Poengtabell for rollekode C: 

For deg som er:

- dirigent

- musikalsk leder

 Antall C på innspillingen

 Poeng for C*

 Uansett antall

 5

I tabellen for rollekode C ser vi at en dirigent eller musikalsk leder får 5 poeng uavhengig av hvor mange utøvere ellers som opptrer på låten. 
​*Dersom en låt har flere personer med rollekode C, deles de 5 poengene mellom disse.

Eksempel: Poengfordeling på en låt med ni personer:

- De tre bandmedlemmene får rollekode A og 12 poeng

- De fem bidragsytere får rollekode B og 2 poeng, siden de tilsammen er åtte A'er og B'er

- Dirigenten får rollekode C og 5 poeng

Regn ut dine minuttpoeng

Nå som du vet hvor mange minutter låten har blitt spilt på en gitt kanal, og hvilken rolle-kode du har på låten så kan du regne ut dine minuttpoeng.

Minutter x Poeng = Minuttpoeng

Minuttpoengene trenger du senere for å regne ut beløpet

Steg 3 – Finn Gramo-satsen

Den siste faktoren du trenger for å regne ut beløpet på utbetalingen er Gramo-satsen. Gramo-satsen er forskjellig for  radiokanalen du skal regne ut beløp for.

Gramo-satsen ganges opp med antall minutter låten har blitt spilt på en gitt kanal.

I denne artikkelen bruker vi Gramo-satser for musikk som ble spilt på radio i 2019 som eksempel.

 NRK

 Kroner per minutt

 NRK P1

 0,84

 NRK P1+

 0,40

 NRK P2

 0,41

 NRK P3

 0,42

 NRK mP3

 0,22

 NRK P13

 0,10

 NRK Distrikt

 0,06

 NRK Sápmi

 0,06

 NRK Folkemusikk

 0,03

 NRK Jazz

 0,03

 NRK Klassisk

 0,03

 NRK Radio Super

 0,03

 NRK P3X

 0,03

 NRK Sport

 0,03

 P4-gruppen

 Kroner per minutt

 P4 Lyden av Norge

 0,62

 P5 Hits Oslo

 0,13

 P5 Nonstophits

 0,13

 P6 Rock

 0,13

 P7 Klem

 0,13

 P8 Pop

 0,13

 P9 Retro

 0,13

 P10 Country

 0,13

 Bandit

 0,13

 NRJ Riks

 0,13

 Bauer

 Kroner per minutt

 Radio Norge

 0,44

 Radio Rock

 0,28

 Radio Vinyl

 0,28

 Radio Topp 40

 0,28

 Kiss

 0,09

 P24-7 Mix

 0,09

 Radio 1

 0,09

 Norsk Pop

 0,09

 Lokalradio

 Kroner per minutt

 Lokalradio

 0,05

Steg 4 – Utregning av beløpet:

Nå som du har skaffet deg oversikt over hvor mange minutter låten har blitt spilt på en gitt kanal, regnet ut minuttpoeng og funnet gramo-satsen kan du regne ut beløpet til utbetaling.

Minuttpoeng x Gramo-sats = Beløp til utbetaling

Regneeksempel:

Hvor mye tjener de forskjellige deltagerne på en låt med følgende besetning og radiospilling?

- Tre bandmedlemmer – rolle-kode A

- Fem musikalske bidragsytere – rolle-kode B

- En dirigent – rolle-kode C

- Spilles i 624 minutter

Oppsummering:

Hvis vi følger stegene over finner vi følgende:

Steg 1: Minutter
Antall minutter = 624

Steg 2: Minuttpoeng
Antall minuttpoeng avhenger av rollekode.

Rolle-kode:

- De tre bandmedlemmene får rolle-kode A og 12 poeng

- De fem bidragsytere får rolle-kode B og 2 poeng, fordi de tilsammen er åtte A'er og B'er

- Dirigenten får rolle-kode C og 5 poeng

Minuttpoeng:

- De tre bandmedlemmene: 12 poeng x 624 minutter = 7488 minuttpoeng

- De fem bidragsytere: 2 poeng x 624 minutter = 1249 minuttpoeng

- Dirigenten: 5 poeng x 624 minutter = 3120 minuttpoeng

Steg 3: Gramo-satser
Finne Gramo-sats for den kanalen du vil regne ut, for eksempel 0,54

Steg 4: Utregning av beløpet

- Rolle-kode A:
​7488 minuttpoeng x 0,54 gramo-sats = 4043,52 kroner

- Rolle-kode B:
​1249 minuttpoeng x gramo-sats 0,54 = 674,46 kroner

- Rolle-kode C:
​3120 minuttpoeng x gramo-sats 0,54 = 1684,8 kroner

Se hvor mye du kan få utbetalt i vår utbetalingskalkulator.

Gå til utbetalingsklakulator",https://hjelp.gramo.no/nb/articles/4529022-slik-beregner-vi-utbetaling-for-artist-og-musiker
Konserter og live gir ikke penger fra Gramo,Intercom,Utbetaling,Published,Gramo dekker kun innspilt musikk.,"Konserter og andre live-opptredener dekkes ikke av Gramo, men av Tono.

Gramo dekker kun innspilt musikk.

​",https://hjelp.gramo.no/nb/articles/4418353-konserter-og-live-gir-ikke-penger-fra-gramo
Planlagte utbetalinger,Intercom,Utbetaling,Published,Her finner du en oversikt over når vi gjør faste utbetalinger.,"Når får du utbetalt vederlag?

Gramo gjør fire faste utbetalinger i året.

Utbetalingene gjelder alltid avspillinger fra tidligere år, ikke inneværende år.

I 2025 har vi planlagt følgende utbetalinger

 Når

 Hva

 Avspillingsår

1. mars 2025

 Hovedutbetaling

 2024

1. juni 2025

 Etterutbetaling

 2022 - 2024

1. september 2025

 Etterutbetaling

 2022 - 2024

1. desember 2025

 Etterutbetaling og siste utbetaling for 2022

 2022 - 2024

Hovedutbetaling

Dette er årets største utbetaling.
Den dekker innspillinger som ble spilt på radio, i butikker, kaféer, treningssentre og lignende året før.

Vi utbetaler til alle som er registrert som rettighetshavere til disse innspillingene.

Eksempel

Hvis du ble spilt på NRK P1 i 2025, får du vederlaget i mars 2026.

Etterutbetaling

Vederlag for avspillinger fra de siste tre årene.

Disse utbetalingene kommer når vi har funnet nye rettighetshavere eller fått oppdatert informasjon etter tidligere utbetalinger.

Kort forklart

- Hovedutbetaling: for avspillinger fra fjoråret

- Etterutbetaling: for rettinger og nye registreringer fra de tre siste årene

- Siste utbetaling for et år: avslutter det året. Etter dette blir det ikke flere utbetalinger for avspillinger fra det året.

Sjekk hvor mye du kan få utbetalt i vår utbetalingskalkulator",https://hjelp.gramo.no/nb/articles/5012998-planlagte-utbetalinger
Penger fra utlandet,Intercom,Utbetaling,Published,"Når din musikk blir brukt i utlandet, kan du få penger for det fra Gramo. Se hvilke land du kan få penger fra.","Utveksling med utlandet skjer på denne måten

- Gramo mottar rapporter fra de søsterorganisasjonene vi har avtale med

- Vi går gjennom rapportene og finner de norske innspillingene som er brukt

- Søsterorganisasjonene fordeler pengene og overfører dette til Gramo

- Gramo utbetaler pengene direkte videre til våre medlemmer

Penger fra utlandet spesifiseres på Min Side, fordelt på land og år.

Landene vi har utvekslingsavtaler med

 Land

 Vederlagsbyrå

 Artist/
​Musiker

 Plateselskap/
​Mastereier

 Belgia

 Playright

 ✅

 Brasil

 Abramus

 ✅

 Canada

 Actra/Artisti

 ✅

 Canada

 ReSound

 ✅

 Canada

 MROC

 ✅

 Danmark

 Gramex

 ✅

 ✅

 Finland

 Gramex

 ✅

 ✅

 Frankrike

 ADAMI

 ✅

 Frankrike

 SPEDIDAM

 ✅

 Georgia

 GCA

 ✅

 Irland

 RAAP

 ✅

 Island

 SFH

 ✅

 Italia

 NUOVO   IMAIE

 ✅

 Italia

 SCF

 ✅

 Italia

 ITSRIGHT

 ✅

 Japan

 CPRA / Geidankyo

 ✅

 Kroatia

 HUZIP

 ✅

 Nederland

 Sena

 ✅

 ✅

 Polen

 SAWP

 ✅

 Romania

 Credidam

 ✅

 Slovenia

 IPF

 ✅

 Spania

 AIE

 ✅

 Storbritannia

 PPL

 ✅

 Sverige

 Sami

 ✅

 Sverige

 IFPI

 ✅

 Tyskland

 GVL

 ✅",https://hjelp.gramo.no/nb/articles/4675953-penger-fra-utlandet
Gir streaming penger fra Gramo?,Intercom,Utbetaling,Published,Du får ikke betalt fra Gramo for musikk som blir strømmet på for eksempel på Spotify.,Du får ikke betalt fra Gramo for musikk som blir strømmet på for eksempel på Spotify. Dette får du eventuelt betalt for gjennom de avtalene du eller plateselskapet ditt har med Spotify eller andre musikkstrømmeleverandører.,https://hjelp.gramo.no/nb/articles/4418361-gir-streaming-penger-fra-gramo
Slik beregner vi utbetalingen for master-rettigheter,Intercom,Utbetaling,Published,Hvordan vi beregner hvor mye du skal få utbetalt fra Gramo hvis du er et plateselskap eller du har stått for innspillingen selv.,"Se hvor mye du kan få utbetalt i vår utbetalingskalkulator.

Gå til utbetalingskalkulator# Slik beregner vi utbetalingen

Antall minutter dine innspillinger har blitt spilt på radio ganget med årets sats.

Regneeksempel:
Et plateselskap har en låt som A-listes på NRK P3 i 3 måneder i 2018.
Låta spilles i 624 minutter (eller ca. 200 ganger). Gramo-utbetalingen blir da:

624 (minutter) x 60 (sekunder) x kr 0,40 = kr 14 976

Husk! For å få utbetalt penger må du ha opptjent mer enn 300 kroner siden siste utbetaling og passe på at kontaktopplysningene dine er oppdatert på Min Side

I denne artikkelen bruker vi Gramo-satser for musikk som ble spilt på radio i 2019 som eksempel.

 NRK

 Kroner per sekund

 NRK P1

 0,51

 NRK P1+

 0,17

 NRK P2

 0,39

 NRK P3

 0,37

 NRK mP3

 0,14

 NRK P13

 0,07

 NRK Distrikt

 0,03

 NRK Sápmi

 0,03

 NRK Folkemusikk

 0,03

 NRK Jazz

 0,03

 NRK Klassisk

 0,03

 NRK Radio Super

 0,03

 NRK P3X

 0,03

 NRK Sport

 0,03

 P4-gruppen

 Kroner per sekund

 P4 Lyden av Norge

 0,44

 P5 Hits Oslo

 0,09

 P5 Nonstophits

 0,09

 P6 Rock

 0,09

 P7 Klem

 0,09

 P8 Pop

 0,09

 P9 Retro

 0,09

 P10 Country

 0,09

 Bandit

 0,09

 NRJ Riks

 0,09

 Bauer

 Kroner per sekund

 Radio Norge

 0,31

 Radio Rock

 0,14

 Radio Vinyl

 0,14

 Radio Topp 40

 0,14

 Kiss

 0,04

 P24-7 Mix

 0,04

 Radio 1

 0,04

 Norsk Pop

 0,04

 Lokalradio

 Kroner per sekund

 Lokalradio

 0,04

Se hvor mye du kan få utbetalt i vår utbetalingskalkulator.

Gå til utbetalingskalkulator",https://hjelp.gramo.no/nb/articles/4529069-slik-beregner-vi-utbetalingen-for-master-rettigheter
Utbetalingskalkulator,Webflow,Utbetaling,Published,,Få et estimat på hva du kan få utbetalt hvis musikken din spilles på noen av de største radiokanalene i Norge.,https://www.gramo.no/medlemskap/utbetalingskalkulator
Utbetaling,Webflow,Utbetaling,Published,,Du får utbetalt penger inntil tre år etter at musikken har blitt spilt. Penger fra utlandet: Når din musikk blir spilt i utlandet får du penger fra Gramo. Vi inngår utvekslingsavtaler med våre søsterorganisasjoner rundt om i verden. Planlagte utbetalinger: Vi utbetaler flere ganger hvert år. Slik beregner vi utbetalingen for artist og musiker samt plateselskap og mastereier.,https://www.gramo.no/medlemskap/utbetaling
Skatt av utbetalingen fra Gramo,Intercom,Skatt og Årsoppgave,Published,Utbetalingen fra Gramo skal dukke opp på skattemeldingen din.,"Gramo sender årlige opplysninger til Skatteetaten om hvor mye vi har utbetalt til deg.

Beløpet kan også inneholde eventuelle penger for privatkopiering som Gramo utbetaler på vegne av Gramart, Creo og Norsk Artistforbund.

Skattemelding (selvangivelse)

Du må selv kontrollere at opplysningene i skattemeldingen din samsvarer med opplysningene i årsoppgaven.

I skattemeldingen står utbetaling fra Gramo:

- Under 50 000 som kapitalinntekt

- Over 50 000 som næringsinntekt

Du kan også endre dette i skattemeldingen.

Har du spørsmål om skattemeldingen?

Ta kontakt med Skatteetaten på 800 80 000
eller les om skattemeldingen på nettsidene til skattetaten",https://hjelp.gramo.no/nb/articles/3641676-skatt-av-utbetalingen-fra-gramo
Årsoppgave fra Gramo,Intercom,Skatt og Årsoppgave,Published,,"Årsoppgaven kan du kan laste ned fra Min Side.

Her finner du den 👇

TIL SKATT OG ÅRSOPPGAVE",https://hjelp.gramo.no/nb/articles/3641708-arsoppgave-fra-gramo
Hva skjer hvis bedriften min bruker musikk uten å melde fra til Gramo?,Intercom,Betale for musikkbruk,Published,Kanskje vi kommer på besøk? Her finner du litt info det.,"Gramo og Tono samarbeider om jevnlig å reise rundt i hele landet på besøk til bedrifter i bransjer som ofte bruker musikk.

Hvis din bedrift bruker musikk og dere ikke har meldt fra til oss tidligere, legger vi ved besøket igjen en folder med registreringsskjema og informasjon om Gramo.

- Vi ber deg, innen 10 dager etter besøket, å melde inn musikkbruken ved å bekrefte eller endre opplysninger innhentet ved besøket.

Meld inn musikkbruk etter besøk

Hvis dere ikke gir oss noen tilbakemelding sender vi etter 10 dager faktura basert på opplysningene vi noterte da vi var på besøk. Vi legger da til et administrasjonsgebyr på 10 prosent av fakturabeløpet.",https://hjelp.gramo.no/nb/articles/4418619-hva-skjer-hvis-bedriften-min-bruker-musikk-uten-a-melde-fra-til-gramo
Må bedriften min betale til både Gramo og Tono?,Intercom,Betale for musikkbruk,Published,"Bedriften må betale for musikkbruk til Gramo for artister og plateselskap, og til Tono for låtskrivere og forlag.","Hvis bedriften din spiller musikk for sine kunder og gjester må dere betale for musikkbruken til både Gramo og Tono.

- Gramo betaler ut penger til personer som har sunget eller spilt på innspillingen av en låt, og til plateselskapet eller andre har som tilrettelagt og tatt omkostningene for produksjonen av innspillingene.

- Tono betaler ut penger til de som har skrevet låten og til musikkforlagene som har rettigheter i musikkverket.

Det er ofte samme person som har både har skrevet og spilt eller sunget på en låt. Da kan de penger fra både Gramo og Tono.",https://hjelp.gramo.no/nb/articles/4418617-ma-bedriften-min-betale-til-bade-gramo-og-tono
Hvorfor må bedriften min betale til Gramo?,Intercom,Betale for musikkbruk,Published,"Når bedriften din har på musikk for sine kunder eller gjester, skal den i følge norsk lov betale til dem som har rettigheter til musikken.","Hvis bedriften din bruker musikk som er hørbar for dine kunder eller gjester, skal den i følge norsk lov betale til dem som har rettigheter til musikken.

Hensikten med Gramo er at du skal slippe å måtte gjøre opp direkte med hver enkelt artist, musiker og plateselskap når du bruker musikk, radio eller TV som er hørbar for dine kunder og gjester.

Bestemmelsene står i åndsverklovens § 21 og lovens forskrifter.

Kulturdepartementet har godkjent Gramo til å kreve inn og fordele pengene (vederlaget) på vegne av musikerne, artistene og plateselskapene.

Når bedriften din betaler til Gramo og Tono for din musikkbruk følger den norsk lov, sammen med over 16000 andre virksomheter i Norge.",https://hjelp.gramo.no/nb/articles/4418586-hvorfor-ma-bedriften-min-betale-til-gramo
